证券代码,证券简称,行业名称,总市值,区间涨跌幅
000933.SZ,神火股份,有色金属,"17,762,435,999.64",48.842
000935.SZ,四川双马,建材,"10,008,702,765.63",-19.8895
000936.SZ,华西股份,基础化工,"6,840,019,487.64",-0.765
000937.SZ,冀中能源,煤炭,"14,558,213,022.00",15.8791
000938.SZ,紫光股份,计算机,"58,031,020,643.46",-9.8099
000948.SZ,南天信息,计算机,"3,830,715,053.85",-4.4142
000949.SZ,新乡化纤,基础化工,"4,112,535,280.23",-15.2509
000950.SZ,重药控股,医药,"8,917,433,031.36",-9.5244
000951.SZ,中国重汽,汽车,"20,863,902,072.00",40.8295
000952.SZ,广济药业,医药,"2,578,173,139.77",-6.0268
000953.SZ,*ST河化,基础化工,"1,563,341,772.65",-1.6129
000955.SZ,欣龙控股,纺织服装,"4,404,071,100.00",-0.2439
000957.SZ,中通客车,汽车,"4,826,238,039.04",22.039
000958.SZ,东方能源,电力及公用事业,"25,140,564,488.40",-16.1075
000959.SZ,首钢股份,钢铁,"20,417,043,856.00",9.3484
000960.SZ,锡业股份,有色金属,"18,239,725,822.47",4.6935
000961.SZ,中南建设,房地产,"33,034,044,938.66",-14.7224
000962.SZ,东方钽业,有色金属,"3,742,669,147.56",21.2857
000963.SZ,华东医药,医药,"45,740,021,584.72",8.4938
000965.SZ,天保基建,房地产,"3,507,065,628.20",-0.0285
000966.SZ,长源电力,电力及公用事业,"4,377,722,116.00",-11.6216
000967.SZ,盈峰环境,电力及公用事业,"25,177,974,682.16",30.6868
000968.SZ,蓝焰控股,石油石化,"7,807,746,466.20",-20.8441
000969.SZ,安泰科技,电力设备及新能源,"6,545,931,658.86",-4.2042
000970.SZ,中科三环,电子,"9,693,320,000.00",-14.951
000971.SZ,*ST高升,通信,"2,448,314,386.00",-25.4019
000972.SZ,ST中基,农林牧渔,"1,766,239,395.91",-33.815
000973.SZ,佛塑科技,基础化工,"4,566,237,367.12",2.3861
000975.SZ,银泰黄金,有色金属,"24,101,949,260.20",-9.5782
000976.SZ,华铁股份,机械,"8,137,961,859.60",-0.7782
000977.SZ,浪潮信息,计算机,"38,000,275,043.40",-6.0274
000978.SZ,桂林旅游,消费者服务,"1,606,046,000.00",-15.8041
000980.SZ,*ST众泰,汽车,"2,777,909,664.56",-53.2423
000981.SZ,*ST银亿,综合,"9,143,537,032.14",23.3696
000982.SZ,*ST中绒,纺织服装,"4,517,589,676.18",-43.0108
000983.SZ,山西焦煤,煤炭,"22,367,217,600.00",18.2075
000985.SZ,大庆华科,石油石化,"1,632,161,305.00",-22.4453
000987.SZ,越秀金控,非银行金融,"37,631,934,587.18",43.3
000988.SZ,华工科技,电子,"23,528,763,343.80",15.583
000989.SZ,九芝堂,医药,"6,763,575,956.08",-2.8979
000990.SZ,诚志股份,基础化工,"14,835,661,120.96",-20.108
000993.SZ,闽东电力,电力及公用事业,"4,116,983,580.45",22.4796
000995.SZ,皇台酒业,食品饮料,"4,974,520,320.00",275.3681
000996.SZ,中国中期,综合金融,"2,901,450,000.00",-20.6604
000997.SZ,新大陆,计算机,"15,914,192,012.55",-3.8935
000998.SZ,隆平高科,农林牧渔,"24,680,023,384.52",27.3963
000999.SZ,华润三九,医药,"24,306,087,000.00",-20.5388
001696.SZ,宗申动力,机械,"8,622,052,707.60",35.7654
001872.SZ,招商港口,交通运输,"27,559,211,484.33",-9.0023
001896.SZ,豫能控股,电力及公用事业,"11,264,255,022.13",175
001914.SZ,招商积余,房地产,"21,885,542,678.40",2.0309
001965.SZ,招商公路,交通运输,"42,506,211,612.16",-18.4394
001979.SZ,招商蛇口,房地产,"103,544,688,823.17",-31.274
002001.SZ,新和成,医药,"70,261,257,210.00",43.1718
002002.SZ,鸿达兴业,电力设备及新能源,"7,741,099,032.68",-27.1031
002003.SZ,伟星股份,纺织服装,"5,182,680,859.04",17.4037
002004.SZ,华邦健康,基础化工,"10,988,551,510.05",17.1197
002005.SZ,ST德豪,电子,"2,188,252,800.00",-36.0825
002006.SZ,精功科技,机械,"2,448,760,800.00",15.4506
002007.SZ,华兰生物,医药,"74,616,599,093.40",52.5135
002008.SZ,大族激光,电子,"41,381,029,202.24",-2.5545
002009.SZ,天奇股份,机械,"3,412,760,287.14",20.8216
002010.SZ,传化智联,交通运输,"15,311,825,209.14",-32.4594
002011.SZ,盾安环境,机械,"3,375,340,822.40",-24.1237
002012.SZ,凯恩股份,轻工制造,"2,469,062,481.60",-6.8911
002013.SZ,中航机电,国防军工,"39,858,302,335.14",48.6033
002014.SZ,永新股份,轻工制造,"4,955,121,219.36",3.2229
002015.SZ,协鑫能科,电力及公用事业,"8,628,703,170.56",21.0626
002016.SZ,世荣兆业,房地产,"5,404,758,821.76",-22.8637
002017.SZ,东信和平,通信,"4,188,039,467.92",-36.9301
002019.SZ,亿帆医药,医药,"23,446,517,692.23",17.4355
002020.SZ,京新药业,医药,"7,287,895,326.08",-0.8351
002021.SZ,ST中捷,机械,"1,279,335,974.40",-25
002022.SZ,科华生物,医药,"8,620,627,392.68",43.8791
002023.SZ,海特高新,机械,"12,305,421,708.78",35.2193
002024.SZ,苏宁易购,商贸零售,"70,663,200,981.45",-24.5147
002025.SZ,航天电器,国防军工,"25,225,200,000.00",122.2922
002026.SZ,山东威达,机械,"4,713,504,261.18",118.4024
002027.SZ,分众传媒,传媒,"141,201,208,293.60",55.473
002028.SZ,思源电气,电力设备及新能源,"15,117,442,585.38",45.0203
002029.SZ,七匹狼,纺织服装,"3,937,040,700.00",-9.2755
002030.SZ,达安基因,医药,"30,226,718,914.20",229.8464
002031.SZ,巨轮智能,机械,"4,332,809,469.90",-0.5051
002032.SZ,苏泊尔,家电,"59,676,374,944.80",-3.4907
002033.SZ,丽江股份,消费者服务,"3,445,306,757.97",2.3639
002034.SZ,旺能环境,电力及公用事业,"6,379,466,781.30",2.772
002035.SZ,华帝股份,家电,"7,770,919,096.56",-31.5164
002036.SZ,联创电子,电子,"10,699,018,180.42",-22.0073
002037.SZ,保利联合,基础化工,"3,198,822,027.04",-3.942
002038.SZ,双鹭药业,医药,"10,273,500,000.00",-22.7799
002039.SZ,黔源电力,电力及公用事业,"4,706,193,381.42",7.823
002040.SZ,南京港,交通运输,"3,271,615,568.00",-2.9589
002041.SZ,登海种业,农林牧渔,"18,832,000,000.00",123.3071
002042.SZ,华孚时尚,纺织服装,"6,654,864,930.90",-38.9825
002043.SZ,兔宝宝,建材,"6,879,833,297.76",23.9853
002044.SZ,美年健康,医药,"42,743,652,839.16",-26.6622
002045.SZ,国光电器,电子,"3,929,741,030.07",-30.574
002046.SZ,国机精工,机械,"5,563,343,717.58",57.4952
002047.SZ,宝鹰股份,建筑,"5,137,167,207.43",-33.6222
002048.SZ,宁波华翔,汽车,"9,587,540,177.34",-0.0544
002049.SZ,紫光国微,电子,"77,375,359,099.68",150.9601
002050.SZ,三花智控,家电,"85,131,390,138.60",79.613
002051.SZ,中工国际,建筑,"8,859,847,988.92",-24.9441
002052.SZ,*ST同洲,电子,"790,717,275.64",-66.6667
002053.SZ,云南能投,基础化工,"5,654,070,745.38",3.7872
002054.SZ,德美化工,基础化工,"3,370,615,857.12",6.3439
002055.SZ,得润电子,电子,"6,122,168,549.40",20.3911
002056.SZ,横店东磁,电子,"23,224,068,000.00",74.7104
002057.SZ,中钢天源,钢铁,"4,021,261,554.24",-23.1271
002058.SZ,威尔泰,电力设备及新能源,"1,887,780,049.12",-41.6149
002059.SZ,云南旅游,消费者服务,"4,545,832,310.37",-9.468
002060.SZ,粤水电,建筑,"3,847,238,585.60",7.7956
002061.SZ,浙江交科,建筑,"7,057,059,937.56",-10.6203
002062.SZ,宏润建设,建筑,"4,597,425,000.00",20.0809
002063.SZ,远光软件,计算机,"9,481,380,563.20",-6.9069
002064.SZ,华峰氨纶,基础化工,"46,798,544,132.10",63.1047
002065.SZ,东华软件,计算机,"25,453,491,003.75",-20.5179
002066.SZ,瑞泰科技,建材,"2,067,450,000.00",14.0127
002067.SZ,景兴纸业,轻工制造,"3,800,307,420.00",3.4226
002068.SZ,黑猫股份,基础化工,"4,304,906,984.88",20.1663
002069.SZ,獐子岛,农林牧渔,"2,865,782,141.82",50.3731
002071.SZ,*ST长城,传媒,"551,701,371.90",-69.5652
002072.SZ,ST凯瑞,计算机,"769,120,000.00",-24.9141
002073.SZ,软控股份,机械,"4,371,057,634.32",0
002074.SZ,国轩高科,电力设备及新能源,"45,356,885,800.38",143.4364
002075.SZ,沙钢股份,钢铁,"24,318,624,927.44",78.2477
002076.SZ,*ST雪莱,家电,"1,390,685,723.70",-26.6129
002077.SZ,*ST大港,房地产,"3,801,282,760.15",10.084
002078.SZ,太阳纸业,轻工制造,"35,732,305,269.99",40.8755
002079.SZ,苏州固锝,电子,"7,880,862,898.25",-13.1075
002080.SZ,中材科技,建材,"39,687,622,761.60",94.7281
002081.SZ,金螳螂,建筑,"25,384,573,197.94",10.0029
002082.SZ,万邦德,有色金属,"8,216,181,397.41",42.6672
002083.SZ,孚日股份,纺织服装,"3,986,180,279.09",-28.2578
002084.SZ,海鸥住工,轻工制造,"3,893,281,666.56",18.606
002085.SZ,万丰奥威,汽车,"13,842,948,361.74",-7.0993
002086.SZ,*ST东洋,农林牧渔,"1,368,993,500.00",-51.0811
002087.SZ,新野纺织,纺织服装,"3,553,055,357.25",22.7603
002088.SZ,鲁阳节能,建材,"3,935,123,367.04",8.7504
002089.SZ,ST新海,通信,"2,625,618,966.56",3.2432
002090.SZ,金智科技,电力设备及新能源,"3,379,654,864.96",-21.041
002091.SZ,江苏国泰,商贸零售,"10,976,026,917.96",5.6122
002092.SZ,中泰化学,基础化工,"12,342,085,188.50",-15.047
002093.SZ,国脉科技,通信,"7,284,225,000.00",-10.209
002094.SZ,青岛金王,基础化工,"2,542,502,980.32",-23.3333
002095.SZ,生意宝,传媒,"3,661,912,800.00",-34.8092
002096.SZ,南岭民爆,基础化工,"2,665,840,660.00",10.8009
002097.SZ,山河智能,机械,"8,482,480,227.00",34.729
002098.SZ,浔兴股份,纺织服装,"2,040,600,000.00",-18.2209
002099.SZ,海翔药业,医药,"13,661,956,735.32",23.4714
002100.SZ,天康生物,农林牧渔,"12,546,824,761.47",-7.3485
002101.SZ,广东鸿图,汽车,"3,636,234,690.76",-3.9216
002102.SZ,ST冠福,商贸零售,"4,451,183,330.10",-23.5294
002103.SZ,广博股份,传媒,"2,318,744,616.02",-11.4286
002104.SZ,恒宝股份,通信,"4,829,664,983.22",-9.4118
002105.SZ,信隆健康,机械,"2,660,570,000.00",24.8351
002106.SZ,莱宝高科,电子,"7,834,559,376.00",17.6434
002107.SZ,沃华医药,医药,"4,363,704,576.00",42.6634
002108.SZ,沧州明珠,基础化工,"7,486,639,770.72",36.9457
002109.SZ,兴化股份,基础化工,"3,422,070,564.25",-3.2489
002110.SZ,三钢闽光,钢铁,"16,278,466,220.32",-26.4246
002111.SZ,威海广泰,国防军工,"5,643,410,509.12",-3.6788
002112.SZ,三变科技,电力设备及新能源,"1,632,960,000.00",18.4211
002113.SZ,*ST天润,传媒,"2,084,554,891.74",-29.5918
002114.SZ,罗平锌电,有色金属,"2,279,936,632.35",-5.3691
002115.SZ,三维通信,通信,"4,366,304,176.71",-31.134
002116.SZ,中国海诚,建筑,"2,894,168,540.34",-10.3635
002117.SZ,东港股份,轻工制造,"4,703,644,549.02",-28.1699
002118.SZ,紫鑫药业,医药,"4,239,315,024.06",-46.9551
002119.SZ,康强电子,电子,"3,741,581,480.00",-21.8016
002120.SZ,韵达股份,交通运输,"44,704,463,676.36",-39.4171
002121.SZ,*ST科陆,电力设备及新能源,"4,858,804,557.15",-19.3925
002122.SZ,*ST天马,机械,"2,475,577,190.00",5.641
002123.SZ,梦网集团,通信,"11,413,264,698.88",-26.3983
002124.SZ,天邦股份,农林牧渔,"19,088,192,046.07",15.7769
002125.SZ,湘潭电化,基础化工,"4,872,188,458.62",50.8772
002126.SZ,银轮股份,汽车,"10,416,050,617.60",63.6237
002127.SZ,南极电商,商贸零售,"33,950,857,673.49",27.5867
002128.SZ,露天煤业,煤炭,"20,714,562,254.54",30.8314
002129.SZ,中环股份,电力设备及新能源,"76,551,065,920.08",114.0196
002130.SZ,沃尔核材,电子,"7,062,580,817.82",14.0554
002131.SZ,利欧股份,传媒,"20,129,316,530.90",0.5907
002132.SZ,恒星科技,机械,"4,171,574,697.96",8.7897
002133.SZ,广宇集团,房地产,"2,345,656,850.25",-6.0582
002134.SZ,天津普林,电子,"2,033,177,581.36",-11.9276
002135.SZ,东南网架,建筑,"6,754,646,366.00",20.2119
002136.SZ,安纳达,基础化工,"1,935,180,000.00",18.6159
002137.SZ,麦达数字,传媒,"3,568,979,997.72",-15.1099
002138.SZ,顺络电子,电子,"19,271,008,660.60",4.4234
002139.SZ,拓邦股份,电子,"8,922,804,118.74",42.6759
002140.SZ,东华科技,建筑,"3,648,501,483.60",-3.289
002141.SZ,贤丰控股,电子,"2,927,413,819.02",-29.7003
002142.SZ,宁波银行,银行,"213,404,738,478.72",28.1923
002144.SZ,宏达高科,纺织服装,"2,267,863,234.24",29.8428
002145.SZ,中核钛白,基础化工,"11,069,299,200.19",23.8761
002146.SZ,荣盛发展,房地产,"28,350,028,308.52",-29.8958
002147.SZ,*ST新光,综合,"1,937,760,999.90",-50
002148.SZ,北纬科技,通信,"2,415,853,814.29",-17.2481
002149.SZ,西部材料,有色金属,"7,414,970,795.82",128.7519
002150.SZ,通润装备,机械,"2,242,492,263.37",-6.0004
002151.SZ,北斗星通,国防军工,"25,787,606,547.63",101.2282
002152.SZ,广电运通,计算机,"25,679,875,517.66",12.0172
002153.SZ,石基信息,计算机,"32,733,188,312.48",-21.5607
002154.SZ,报喜鸟,纺织服装,"4,030,295,302.94",2.795
002155.SZ,湖南黄金,有色金属,"10,037,029,607.90",6.2452
002156.SZ,通富微电,电子,"31,870,305,533.44",45.7751
002157.SZ,正邦科技,农林牧渔,"42,540,553,353.39",4.714
002158.SZ,汉钟精机,电力设备及新能源,"7,991,134,166.70",71.0861
002159.SZ,三特索道,消费者服务,"1,665,386,658.66",-2.437
002160.SZ,常铝股份,有色金属,"3,643,765,450.08",47.7419
002161.SZ,远望谷,通信,"4,009,485,108.00",-42.827
002162.SZ,悦心健康,建材,"3,491,939,750.00",11.7486
002163.SZ,海南发展,建材,"16,071,000,000.00",260.3604
002164.SZ,宁波东力,机械,"3,113,216,080.65",54.3536
002165.SZ,红宝丽,基础化工,"3,311,319,605.00",29.0049
002166.SZ,莱茵生物,医药,"5,058,671,923.00",11.1879
002167.SZ,东方锆业,有色金属,"3,988,594,900.00",-19.2857
002168.SZ,惠程科技,传媒,"3,488,393,620.80",-46.9512
002169.SZ,智光电气,电力设备及新能源,"5,750,881,556.20",7.9583
002170.SZ,芭田股份,基础化工,"3,840,115,174.91",31.9375
002171.SZ,楚江新材,有色金属,"11,109,533,949.85",13.8756
002172.SZ,澳洋健康,基础化工,"2,329,444,086.00",-19.7861
002173.SZ,创新医疗,医药,"2,519,904,262.10",-11.2179
002174.SZ,游族网络,传媒,"11,237,143,866.42",-47.0464
002175.SZ,ST东网,综合,"821,618,251.08",-43.2292
002176.SZ,*ST江特,电力设备及新能源,"5,767,380,463.78",-10.1064
002177.SZ,御银股份,计算机,"4,209,387,855.82",0.363
002178.SZ,延华智能,建筑,"2,392,834,083.36",-19.8091
002179.SZ,中航光电,国防军工,"79,263,624,816.00",85.1288
002180.SZ,纳思达,电子,"28,397,797,917.42",-19.4944
002181.SZ,粤传媒,传媒,"4,888,054,912.54",-23.9409
002182.SZ,云海金属,有色金属,"8,429,349,895.52",43.1418
002183.SZ,怡亚通,交通运输,"9,318,643,425.41",4.4704
002184.SZ,海得控制,电力设备及新能源,"3,341,932,548.04",32.3591
002185.SZ,华天科技,电子,"36,716,050,571.60",79.5156
002186.SZ,全聚德,消费者服务,"3,016,777,479.90",-4.6185
002187.SZ,广百股份,商贸零售,"2,790,743,929.20",-3.3403
002188.SZ,ST巴士,传媒,"792,779,538.25",-23.4463
002189.SZ,中光学,电子,"5,268,880,081.62",-0.4092
002190.SZ,成飞集成,国防军工,"9,710,803,315.01",25.4478
002191.SZ,劲嘉股份,轻工制造,"13,608,646,480.50",-17.2187
002192.SZ,*ST融捷,有色金属,"9,737,070,112.50",49.1647
002193.SZ,如意集团,纺织服装,"1,792,751,517.50",-12.8499
002194.SZ,武汉凡谷,通信,"9,455,220,701.88",-13.2726
002195.SZ,二三四五,计算机,"12,823,658,765.12",-30.4068
002196.SZ,方正电机,电力设备及新能源,"3,665,194,352.60",46.4419
002197.SZ,证通电子,电子,"4,322,166,793.72",4.875
002198.SZ,嘉应制药,医药,"2,278,719,217.52",-17.0055
002199.SZ,东晶电子,电子,"1,684,621,151.96",-25.1892
002200.SZ,ST云投,农林牧渔,"874,631,227.50",-30.0442
002201.SZ,九鼎新材,建材,"4,029,505,736.40",-42.5738
002202.SZ,金风科技,电力设备及新能源,"57,637,323,962.47",17.4671
002203.SZ,海亮股份,有色金属,"14,465,148,237.93",-27.1475
002204.SZ,大连重工,机械,"7,513,029,424.48",21.9863
002205.SZ,国统股份,建材,"1,386,390,480.88",-16.6728
002206.SZ,海利得,石油石化,"4,818,732,861.30",7.8894
002207.SZ,准油股份,机械,"1,580,193,929.34",4.8696
002208.SZ,合肥城建,房地产,"6,595,026,449.74",23.561
002209.SZ,达意隆,机械,"1,276,896,087.00",-5.7637
002210.SZ,*ST飞马,交通运输,"3,652,865,653.06",71.3178
002211.SZ,宏达新材,基础化工,"2,517,009,033.78",-7.4722
002212.SZ,天融信,计算机,"24,244,799,507.74",8.8375
002213.SZ,大为股份,汽车,"2,888,120,000.00",12.6104
002214.SZ,大立科技,国防军工,"12,168,426,648.98",151.3301
002215.SZ,诺普信,基础化工,"5,338,206,082.56",-10.2179
002216.SZ,三全食品,食品饮料,"19,677,737,524.12",72.6057
002217.SZ,合力泰,电子,"11,998,202,447.00",-30.2933
002218.SZ,拓日新能,电力设备及新能源,"6,391,888,677.68",73.2148
002219.SZ,*ST恒康,医药,"3,282,816,116.80",-26.3598
002221.SZ,东华能源,石油石化,"16,143,933,446.96",28.7964
002222.SZ,福晶科技,电子,"5,749,875,000.00",10.3988
002223.SZ,鱼跃医疗,医药,"27,608,214,624.66",37.1848
002224.SZ,三力士,基础化工,"4,151,138,959.45",-7.198
002225.SZ,濮耐股份,建材,"4,697,992,352.40",10.4818
002226.SZ,江南化工,基础化工,"8,667,932,928.60",27.6106
002227.SZ,奥特迅,电力设备及新能源,"3,313,372,948.00",35.7598
002228.SZ,合兴包装,轻工制造,"5,313,598,049.76",9.51
002229.SZ,鸿博股份,轻工制造,"3,199,370,168.46",-3.6036
002230.SZ,科大讯飞,计算机,"82,448,779,792.02",7.7897
002231.SZ,奥维通信,通信,"1,748,320,000.00",-30
002232.SZ,启明信息,计算机,"4,494,033,005.00",26.82
002233.SZ,塔牌集团,建材,"15,225,351,954.32",7.8738
002234.SZ,民和股份,农林牧渔,"4,548,822,277.92",-51.3623
002235.SZ,安妮股份,轻工制造,"2,642,849,615.04",-47.0383
002236.SZ,大华股份,电子,"58,383,846,209.10",-1.1692
002237.SZ,恒邦股份,有色金属,"14,843,826,192.00",-7.7037
002238.SZ,天威视讯,传媒,"5,609,888,528.40",27.5976
002239.SZ,奥特佳,汽车,"14,310,312,535.69",156.7416
002240.SZ,盛新锂能,轻工制造,"17,295,787,968.06",190.1887
002241.SZ,歌尔股份,电子,"124,936,501,998.00",94.2802
002242.SZ,九阳股份,家电,"24,932,992,500.00",31.5345
002243.SZ,通产丽星,轻工制造,"13,328,752,451.19",-26.2367
002244.SZ,滨江集团,房地产,"14,250,413,016.20",-4.0015
002245.SZ,蔚蓝锂芯,交通运输,"12,660,900,460.80",216.1999
002246.SZ,北化股份,基础化工,"3,936,579,472.98",-4.0178
002247.SZ,*ST聚力,传媒,"1,472,005,184.77",-39.0845
002248.SZ,华东数控,机械,"1,715,825,448.00",-29.6343
002249.SZ,大洋电机,电力设备及新能源,"10,668,541,039.64",16.8394
002250.SZ,联化科技,基础化工,"22,637,998,197.12",43.4391
002251.SZ,步步高,商贸零售,"7,256,793,188.40",-6.8924
002252.SZ,上海莱士,医药,"49,140,343,842.03",-1.6599
002253.SZ,川大智胜,计算机,"3,082,052,457.70",-4.6944
002254.SZ,泰和新材,石油石化,"10,464,391,935.58",46.3158
002255.SZ,*ST海陆,电力设备及新能源,"3,394,352,351.65",26.3323
002256.SZ,*ST兆新,基础化工,"2,127,125,415.36",-56.3707
002258.SZ,利尔化学,基础化工,"10,917,571,071.48",47.3461
002259.SZ,*ST升达,电力及公用事业,"2,430,020,302.41",44.1964
002260.SZ,*ST德奥,家电,"835,380,000.00",
002261.SZ,拓维信息,计算机,"7,529,245,418.16",-17.3913
002262.SZ,恩华药业,医药,"15,961,380,209.28",37.0529
002263.SZ,大东南,基础化工,"5,109,139,472.00",32.0388
002264.SZ,新华都,商贸零售,"2,929,933,406.40",-11.0187
002265.SZ,西仪股份,汽车,"2,277,748,129.80",-18.4721
002266.SZ,浙富控股,电力设备及新能源,"24,539,967,546.34",11.1559
002267.SZ,陕天然气,电力及公用事业,"7,406,422,463.70",-4.0372
002268.SZ,卫士通,计算机,"13,815,777,741.44",-36.0407
002269.SZ,美邦服饰,纺织服装,"3,919,500,000.00",-38.8235
002270.SZ,华明装备,电力设备及新能源,"4,039,152,171.60",9.765
002271.SZ,东方雨虹,建材,"90,724,732,487.94",121.7896
002272.SZ,川润股份,机械,"2,635,887,740.00",36.5256
002273.SZ,水晶光电,电子,"13,577,224,901.80",-30.5843
002274.SZ,华昌化工,基础化工,"4,428,495,603.90",-26.2247
002275.SZ,桂林三金,医药,"9,030,060,000.00",18.5536
002276.SZ,万马股份,电力设备及新能源,"8,190,718,765.18",-4.418
002277.SZ,友阿股份,商贸零售,"5,060,847,264.00",10.2
002278.SZ,神开股份,机械,"2,449,111,931.04",7.3554
002279.SZ,久其软件,计算机,"3,229,100,256.02",-25.2059
002280.SZ,*ST联络,计算机,"3,091,552,538.50",-63.3075
002281.SZ,光迅科技,通信,"20,126,049,315.12",-2.6865
002282.SZ,博深股份,机械,"4,628,481,173.93",13.4702
